,Country,Region,Income,Year,Population
4571,Ecuador,Latin America & Caribbean,Upper middle income,1981,8352602.0
4572,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,1981,44899573.0
4573,Eritrea,Sub-Saharan Africa,Low income,1981,1703789.0
4574,Spain,Europe & Central Asia,High income,1981,37758631.0
4575,Estonia,Europe & Central Asia,High income,1981,1487666.0
4576,Ethiopia,Sub-Saharan Africa,Low income,1981,35818844.0
4577,Finland,Europe & Central Asia,High income,1981,4799964.0
4578,Fiji,East Asia & Pacific,Upper middle income,1981,660630.0
4579,France,Europe & Central Asia,High income,1981,55371044.0
4580,Faroe Islands,Europe & Central Asia,High income,1981,43613.0
4581,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,1981,78531.0
4582,Gabon,Sub-Saharan Africa,Upper middle income,1981,768904.0
4583,United Kingdom,Europe & Central Asia,High income,1981,56333829.0
4584,Georgia,Europe & Central Asia,Upper middle income,1981,4504500.0
4585,Ghana,Sub-Saharan Africa,Lower middle income,1981,12212960.0
4586,Gibraltar,Europe & Central Asia,High income,1981,28819.0
4587,Guinea,Sub-Saharan Africa,Lower middle income,1981,5067427.0
4588,"Gambia, The",Sub-Saharan Africa,Low income,1981,742846.0
4589,Guinea-Bissau,Sub-Saharan Africa,Low income,1981,844957.0
4590,Equatorial Guinea,Sub-Saharan Africa,Upper middle income,1981,296950.0
4591,Greece,Europe & Central Asia,High income,1981,9729350.0
4592,Grenada,Latin America & Caribbean,Upper middle income,1981,95222.0
4593,Greenland,Europe & Central Asia,High income,1981,51000.0
4594,Guatemala,Latin America & Caribbean,Upper middle income,1981,7071186.0
4595,Guam,East Asia & Pacific,High income,1981,113221.0
4596,Guyana,Latin America & Caribbean,High income,1981,779686.0
4597,"Hong Kong SAR, China",East Asia & Pacific,High income,1981,5183400.0
4598,Honduras,Latin America & Caribbean,Lower middle income,1981,3895736.0
4599,Croatia,Europe & Central Asia,High income,1981,4611509.0
4600,Haiti,Latin America & Caribbean,Lower middle income,1981,5760197.0
4601,Hungary,Europe & Central Asia,High income,1981,10711848.0
4602,Indonesia,East Asia & Pacific,Upper middle income,1981,151686337.0
4603,Isle of Man,Europe & Central Asia,High income,1981,64558.0
4604,India,South Asia,Lower middle income,1981,712869298.0
4605,Ireland,Europe & Central Asia,High income,1981,3453000.0
4606,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,1981,40476251.0
4607,Iraq,Middle East & North Africa,Upper middle income,1981,14067260.0
4608,Iceland,Europe & Central Asia,High income,1981,230755.0
4609,Israel,Middle East & North Africa,High income,1981,3956000.0
4610,Italy,Europe & Central Asia,High income,1981,56501675.0
4611,Jamaica,Latin America & Caribbean,Upper middle income,1981,2166657.0
4612,Jordan,Middle East & North Africa,Lower middle income,1981,2306655.0
4613,Japan,East Asia & Pacific,High income,1981,117661000.0
4614,Kazakhstan,Europe & Central Asia,Upper middle income,1981,14397391.0
4615,Kenya,Sub-Saharan Africa,Lower middle income,1981,16785962.0
4616,Kyrgyz Republic,Europe & Central Asia,Lower middle income,1981,3685800.0
4617,Cambodia,East Asia & Pacific,Lower middle income,1981,6364472.0
4618,Kiribati,East Asia & Pacific,Lower middle income,1981,61875.0
4619,St. Kitts and Nevis,Latin America & Caribbean,High income,1981,42953.0
4620,"Korea, Rep.",East Asia & Pacific,High income,1981,38723248.0
4621,Kuwait,Middle East & North Africa,High income,1981,1573026.0
4622,Lao PDR,East Asia & Pacific,Lower middle income,1981,3370993.0
4623,Lebanon,Middle East & North Africa,Lower middle income,1981,3027222.0
4624,Liberia,Sub-Saharan Africa,Low income,1981,1989690.0
4625,Libya,Middle East & North Africa,Upper middle income,1981,3112015.0
4626,St. Lucia,Latin America & Caribbean,Upper middle income,1981,123909.0
4627,Liechtenstein,Europe & Central Asia,High income,1981,25346.0
4628,Sri Lanka,South Asia,Lower middle income,1981,15198918.0
4629,Lesotho,Sub-Saharan Africa,Lower middle income,1981,1447501.0
4630,Lithuania,Europe & Central Asia,High income,1981,3432947.0
4631,Luxembourg,Europe & Central Asia,High income,1981,365225.0
4632,Latvia,Europe & Central Asia,High income,1981,2519421.0
4633,"Macao SAR, China",East Asia & Pacific,High income,1981,248695.0
4634,St. Martin (French part),Latin America & Caribbean,High income,1981,7963.0
4635,Morocco,Middle East & North Africa,Lower middle income,1981,20208260.0
4636,Monaco,Europe & Central Asia,High income,1981,27284.0
4637,Moldova,Europe & Central Asia,Upper middle income,1981,2740175.0
4638,Madagascar,Sub-Saharan Africa,Low income,1981,9207310.0
4639,Maldives,South Asia,Upper middle income,1981,169663.0
4640,Mexico,Latin America & Caribbean,Upper middle income,1981,69233769.0
4641,Marshall Islands,East Asia & Pacific,Upper middle income,1981,33219.0
4642,North Macedonia,Europe & Central Asia,Upper middle income,1981,1935200.0
4643,Mali,Sub-Saharan Africa,Low income,1981,7532864.0
4644,Malta,Middle East & North Africa,High income,1981,318982.0
4645,Myanmar,East Asia & Pacific,Lower middle income,1981,34110098.0
4646,Montenegro,Europe & Central Asia,Upper middle income,1981,579445.0
4647,Mongolia,East Asia & Pacific,Lower middle income,1981,1739221.0
4648,Northern Mariana Islands,East Asia & Pacific,High income,1981,19902.0
4649,Mozambique,Sub-Saharan Africa,Low income,1981,11640015.0
4650,Mauritania,Sub-Saharan Africa,Lower middle income,1981,1551687.0
4651,Mauritius,Sub-Saharan Africa,Upper middle income,1981,980462.0
4652,Malawi,Sub-Saharan Africa,Low income,1981,6519891.0
4653,Malaysia,East Asia & Pacific,Upper middle income,1981,13564594.0
4654,Namibia,Sub-Saharan Africa,Upper middle income,1981,987394.0
4655,New Caledonia,East Asia & Pacific,High income,1981,142650.0
4656,Niger,Sub-Saharan Africa,Low income,1981,6366262.0
4657,Nigeria,Sub-Saharan Africa,Lower middle income,1981,75175387.0
4658,Nicaragua,Latin America & Caribbean,Lower middle income,1981,3397659.0
4659,Netherlands,Europe & Central Asia,High income,1981,14247208.0
4660,Norway,Europe & Central Asia,High income,1981,4099702.0
4661,Nepal,South Asia,Lower middle income,1981,15969792.0
4662,Nauru,East Asia & Pacific,High income,1981,7691.0
4663,New Zealand,East Asia & Pacific,High income,1981,3124900.0
4664,Oman,Middle East & North Africa,High income,1981,1075624.0
4665,Pakistan,South Asia,Lower middle income,1981,84270202.0
4666,Panama,Latin America & Caribbean,High income,1981,2003092.0
4667,Peru,Latin America & Caribbean,Upper middle income,1981,17932344.0
4668,Philippines,East Asia & Pacific,Lower middle income,1981,49679330.0
4669,Palau,East Asia & Pacific,Upper middle income,1981,12386.0
4670,Papua New Guinea,East Asia & Pacific,Lower middle income,1981,3169073.0
4671,Poland,Europe & Central Asia,High income,1981,35898587.0
4672,Puerto Rico,Latin America & Caribbean,High income,1981,3242552.0
4673,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,1981,18235202.0
4674,Portugal,Europe & Central Asia,High income,1981,9851362.0
4675,Paraguay,Latin America & Caribbean,Upper middle income,1981,3163299.0
4676,French Polynesia,East Asia & Pacific,High income,1981,168892.0
4677,Qatar,Middle East & North Africa,High income,1981,294887.0
4678,Romania,Europe & Central Asia,High income,1981,22353070.0
4679,Russian Federation,Europe & Central Asia,Upper middle income,1981,139941000.0
4680,Rwanda,Sub-Saharan Africa,Low income,1981,5441966.0
4681,Saudi Arabia,Middle East & North Africa,High income,1981,10678211.0
4682,Sudan,Sub-Saharan Africa,Low income,1981,17404336.0
4683,Senegal,Sub-Saharan Africa,Lower middle income,1981,5852029.0
4684,Singapore,East Asia & Pacific,High income,1981,2532835.0
4685,Solomon Islands,East Asia & Pacific,Lower middle income,1981,241827.0
4686,Sierra Leone,Sub-Saharan Africa,Low income,1981,3437108.0
4687,El Salvador,Latin America & Caribbean,Upper middle income,1981,4549173.0
4688,San Marino,Europe & Central Asia,High income,1981,21596.0
4689,Somalia,Sub-Saharan Africa,Low income,1981,5934938.0
4690,Serbia,Europe & Central Asia,Upper middle income,1981,7405000.0
4691,South Sudan,Sub-Saharan Africa,Low income,1981,4293866.0
4692,Sao Tome and Principe,Sub-Saharan Africa,Lower middle income,1981,99170.0
4693,Suriname,Latin America & Caribbean,Upper middle income,1981,375859.0
4694,Slovak Republic,Europe & Central Asia,High income,1981,5016105.0
4695,Slovenia,Europe & Central Asia,High income,1981,1906531.0
4696,Sweden,Europe & Central Asia,High income,1981,8320503.0
4697,Eswatini,Sub-Saharan Africa,Lower middle income,1981,616210.0
4698,Sint Maarten (Dutch part),Latin America & Caribbean,High income,1981,13134.0
4699,Seychelles,Sub-Saharan Africa,High income,1981,64035.0
4700,Syrian Arab Republic,Middle East & North Africa,Low income,1981,9203635.0
4701,Turks and Caicos Islands,Latin America & Caribbean,High income,1981,7957.0
4702,Chad,Sub-Saharan Africa,Low income,1981,4409225.0
4703,Togo,Sub-Saharan Africa,Low income,1981,2925865.0
4704,Thailand,East Asia & Pacific,Upper middle income,1981,46727292.0
4705,Tajikistan,Europe & Central Asia,Lower middle income,1981,4160745.0
4706,Turkmenistan,Europe & Central Asia,Upper middle income,1981,2932934.0
4707,Timor-Leste,East Asia & Pacific,Lower middle income,1981,649250.0
4708,Tonga,East Asia & Pacific,Upper middle income,1981,96846.0
4709,Trinidad and Tobago,Latin America & Caribbean,High income,1981,1142695.0
4710,Tunisia,Middle East & North Africa,Lower middle income,1981,6744050.0
4711,Turkiye,Europe & Central Asia,Upper middle income,1981,44981877.0
4712,Tuvalu,East Asia & Pacific,Upper middle income,1981,7874.0
4713,Tanzania,Sub-Saharan Africa,Lower middle income,1981,19890930.0
4714,Uganda,Sub-Saharan Africa,Low income,1981,13563558.0
4715,Ukraine,Europe & Central Asia,Lower middle income,1981,50221000.0
4716,Uruguay,Latin America & Caribbean,High income,1981,2966076.0
4717,United States,North America,High income,1981,229466000.0
4718,Uzbekistan,Europe & Central Asia,Lower middle income,1981,16335642.0
4719,St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,1981,108191.0
4720,British Virgin Islands,Latin America & Caribbean,High income,1981,11472.0
4721,Virgin Islands (U.S.),Latin America & Caribbean,High income,1981,99853.0
4722,Viet Nam,East Asia & Pacific,Lower middle income,1981,54280394.0
4723,Vanuatu,East Asia & Pacific,Lower middle income,1981,120887.0
4724,Samoa,East Asia & Pacific,Lower middle income,1981,166190.0
4725,Kosovo,Europe & Central Asia,Upper middle income,1981,1552000.0
4726,"Yemen, Rep.",Middle East & North Africa,Low income,1981,9529105.0
4727,South Africa,Sub-Saharan Africa,Upper middle income,1981,30232561.0
4728,Zambia,Sub-Saharan Africa,Lower middle income,1981,5897481.0
4729,Zimbabwe,Sub-Saharan Africa,Lower middle income,1981,7506526.0
4730,Aruba,Latin America & Caribbean,High income,1982,63116.0
4731,Afghanistan,South Asia,Low income,1982,10088289.0
4732,Angola,Sub-Saharan Africa,Lower middle income,1982,8947152.0
4733,Albania,Europe & Central Asia,Upper middle income,1982,2784278.0
4734,Andorra,Europe & Central Asia,High income,1982,38598.0
4735,United Arab Emirates,Middle East & North Africa,High income,1982,1167856.0
4736,Argentina,Latin America & Caribbean,Upper middle income,1982,28922762.0
4737,Armenia,Europe & Central Asia,Upper middle income,1982,3202011.0
4738,American Samoa,East Asia & Pacific,High income,1982,35367.0
4739,Antigua and Barbuda,Latin America & Caribbean,High income,1982,65231.0
4740,Australia,East Asia & Pacific,High income,1982,15184247.0
4741,Austria,Europe & Central Asia,High income,1982,7574140.0
4742,Azerbaijan,Europe & Central Asia,Upper middle income,1982,6357550.0
4743,Burundi,Sub-Saharan Africa,Low income,1982,4602271.0
4744,Belgium,Europe & Central Asia,High income,1982,9856303.0
4745,Benin,Sub-Saharan Africa,Lower middle income,1982,4054385.0
4746,Burkina Faso,Sub-Saharan Africa,Low income,1982,7321817.0
4747,Bangladesh,South Asia,Lower middle income,1982,88555336.0
4748,Bulgaria,Europe & Central Asia,Upper middle income,1982,8917457.0
4749,Bahrain,Middle East & North Africa,High income,1982,391017.0
4750,"Bahamas, The",Latin America & Caribbean,High income,1982,232177.0
4751,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1982,4274013.0
4752,Belarus,Europe & Central Asia,Upper middle income,1982,9776000.0
4753,Belize,Latin America & Caribbean,Upper middle income,1982,152409.0
4754,Bermuda,North America,High income,1982,55449.0
4755,Bolivia,Latin America & Caribbean,Lower middle income,1982,5991118.0
4756,Brazil,Latin America & Caribbean,Upper middle income,1982,128065095.0
4757,Barbados,Latin America & Caribbean,High income,1982,255642.0
4758,Brunei Darussalam,East Asia & Pacific,High income,1982,200630.0
4759,Bhutan,South Asia,Lower middle income,1982,442201.0
4760,Botswana,Sub-Saharan Africa,Upper middle income,1982,1023009.0
4761,Central African Republic,Sub-Saharan Africa,Low income,1982,2467635.0
4762,Canada,North America,High income,1982,25116942.0
4763,Switzerland,Europe & Central Asia,High income,1982,6391309.0
4764,Channel Islands,Europe & Central Asia,High income,1982,129614.0
4765,Chile,Latin America & Caribbean,High income,1982,11807408.0
4766,China,East Asia & Pacific,Upper middle income,1982,1008630000.0
4767,Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,1982,8948119.0
4768,Cameroon,Sub-Saharan Africa,Lower middle income,1982,9046986.0
4769,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,1982,28219219.0
4770,"Congo, Rep.",Sub-Saharan Africa,Lower middle income,1982,1911634.0
4771,Colombia,Latin America & Caribbean,Upper middle income,1982,27405194.0
4772,Comoros,Sub-Saharan Africa,Lower middle income,1982,347053.0
4773,Cabo Verde,Sub-Saharan Africa,Lower middle income,1982,326319.0
4774,Costa Rica,Latin America & Caribbean,Upper middle income,1982,2550780.0
4775,Cuba,Latin America & Caribbean,Upper middle income,1982,9908874.0
4776,Curacao,Latin America & Caribbean,High income,1982,150101.0
4777,Cayman Islands,Latin America & Caribbean,High income,1982,18729.0
4778,Cyprus,Europe & Central Asia,High income,1982,696227.0
4779,Czechia,Europe & Central Asia,High income,1982,10314826.0
4780,Germany,Europe & Central Asia,High income,1982,78333366.0
4781,Djibouti,Middle East & North Africa,Lower middle income,1982,355110.0
4782,Dominica,Latin America & Caribbean,Upper middle income,1982,72626.0
4783,Denmark,Europe & Central Asia,High income,1982,5117810.0
4784,Dominican Republic,Latin America & Caribbean,Upper middle income,1982,6014979.0
4785,Algeria,Middle East & North Africa,Lower middle income,1982,20000096.0
4786,Ecuador,Latin America & Caribbean,Upper middle income,1982,8572607.0
4787,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,1982,46088647.0
4788,Eritrea,Sub-Saharan Africa,Low income,1982,1751045.0
4789,Spain,Europe & Central Asia,High income,1982,37986012.0
4790,Estonia,Europe & Central Asia,High income,1982,1498414.0
4791,Ethiopia,Sub-Saharan Africa,Low income,1982,37213393.0
4792,Finland,Europe & Central Asia,High income,1982,4826933.0
4793,Fiji,East Asia & Pacific,Upper middle income,1982,676967.0
4794,France,Europe & Central Asia,High income,1982,55694106.0
4795,Faroe Islands,Europe & Central Asia,High income,1982,44164.0
4796,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,1982,80816.0
4797,Gabon,Sub-Saharan Africa,Upper middle income,1982,789585.0
4798,United Kingdom,Europe & Central Asia,High income,1982,56313641.0
4799,Georgia,Europe & Central Asia,Upper middle income,1982,4542800.0
4800,Ghana,Sub-Saharan Africa,Lower middle income,1982,12584976.0
4801,Gibraltar,Europe & Central Asia,High income,1982,28863.0
4802,Guinea,Sub-Saharan Africa,Lower middle income,1982,5170731.0
4803,"Gambia, The",Sub-Saharan Africa,Low income,1982,768272.0
4804,Guinea-Bissau,Sub-Saharan Africa,Low income,1982,858630.0
4805,Equatorial Guinea,Sub-Saharan Africa,Upper middle income,1982,315741.0
4806,Greece,Europe & Central Asia,High income,1982,9789513.0
4807,Grenada,Latin America & Caribbean,Upper middle income,1982,96534.0
4808,Greenland,Europe & Central Asia,High income,1982,51500.0
4809,Guatemala,Latin America & Caribbean,Upper middle income,1982,7262658.0
4810,Guam,East Asia & Pacific,High income,1982,116189.0
4811,Guyana,Latin America & Caribbean,High income,1982,779639.0
4812,"Hong Kong SAR, China",East Asia & Pacific,High income,1982,5264500.0
4813,Honduras,Latin America & Caribbean,Lower middle income,1982,4015647.0
4814,Croatia,Europe & Central Asia,High income,1982,4634234.0
4815,Haiti,Latin America & Caribbean,Lower middle income,1982,5877684.0
4816,Hungary,Europe & Central Asia,High income,1982,10705535.0
